modality,feature,bin_idx,time_label,invest_mean,keep_mean,t_statistic,p_value,cohens_d,abs_cohens_d,significant,significant_bonferroni
pupil,pupil_min,1,-1.5s to -1.0s,-0.07501261070754528,-0.09304858895061249,2.4980594614588925,0.012503383990755932,0.05152035067077995,0.05152035067077995,True,False
pupil,pupil_min,2,-1.0s to -0.5s,0.0014232447228848962,0.02361130455644136,-2.95077087142998,0.003177138783523871,-0.06085713826700165,0.06085713826700165,True,False
pupil,pupil_min,3,-0.5s to 0.0s,0.14995761440142508,0.18941199517307594,-4.769036308459737,1.8771261148673061e-06,-0.0983573156541417,0.0983573156541417,True,True
pupil,pupil_max,0,-2.0s to -1.5s,1.4201897911344044,1.2736290331335585,6.1040123889797275,1.072612171873284e-09,0.12589006131798028,0.12589006131798028,True,True
pupil,pupil_max,1,-1.5s to -1.0s,0.8796703060126418,0.7760065965300623,5.672500711015642,1.4462129177961522e-08,0.11699050015450708,0.11699050015450708,True,True
pupil,pupil_max,2,-1.0s to -0.5s,0.47533557307103635,0.5115658606417357,-4.130045424055353,3.65628042343025e-05,-0.08517867241211115,0.08517867241211115,True,True
pupil,pupil_max,3,-0.5s to 0.0s,0.5867045576924136,0.6374979276431272,-5.260437468469599,1.466716014877988e-07,-0.10849204642189957,0.10849204642189957,True,True
pupil,eye_asymmetry,0,-2.0s to -1.5s,0.38481919280155136,0.3720294635595848,1.110194601047203,0.266941751208251,0.022896818927342324,0.022896818927342324,False,False
pupil,eye_asymmetry,1,-1.5s to -1.0s,0.251494130352247,0.24834300578770288,0.6854515919456554,0.4930748137294749,0.01413685579936531,0.01413685579936531,False,False
pupil,eye_asymmetry,2,-1.0s to -0.5s,0.22735536451293065,0.23823161112421143,-2.518314903033966,0.011807193806705857,-0.05193810191691314,0.05193810191691314,True,False
pupil,eye_asymmetry,3,-0.5s to 0.0s,0.2812831040359238,0.29214294533004515,-2.1104686099330405,0.034842662913792524,-0.04352661917820126,0.04352661917820126,True,False
eeg,eeg_Delta_Frontal,0,-2.0s to -1.5s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Frontal,1,-1.5s to -1.0s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Frontal,2,-1.0s to -0.5s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Frontal,3,-0.5s to 0.0s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Central,0,-2.0s to -1.5s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Central,1,-1.5s to -1.0s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Central,2,-1.0s to -0.5s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Central,3,-0.5s to 0.0s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Parietal,0,-2.0s to -1.5s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Parietal,1,-1.5s to -1.0s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Parietal,2,-1.0s to -0.5s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Parietal,3,-0.5s to 0.0s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Occipital,0,-2.0s to -1.5s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Occipital,1,-1.5s to -1.0s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Occipital,2,-1.0s to -0.5s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Delta_Occipital,3,-0.5s to 0.0s,0.0,0.0,,,0.0,0.0,False,False
eeg,eeg_Theta_Frontal,0,-2.0s to -1.5s,0.03950451874764654,0.04756473503178691,-3.0174626884671834,0.0025568690932471798,-0.06906240161784301,0.06906240161784301,True,False
eeg,eeg_Theta_Frontal,1,-1.5s to -1.0s,0.05224919940251947,0.056487883811123865,-1.4657524806528812,0.1427542712680702,-0.03354751887342181,0.03354751887342181,False,False
eeg,eeg_Theta_Frontal,2,-1.0s to -0.5s,0.04526906365099408,0.06293877142888431,-3.3089294103808493,0.0009405926501216006,-0.07573336788495637,0.07573336788495637,True,False
eeg,eeg_Theta_Frontal,3,-0.5s to 0.0s,0.04695902076866293,0.059067499691214845,-2.8876495262709376,0.00389152356304889,-0.06609129321701852,0.06609129321701852,True,False
eeg,eeg_Theta_Central,0,-2.0s to -1.5s,0.03678267232887136,0.04448729959423355,-3.211363444664643,0.0013261917401297086,-0.07350031959101103,0.07350031959101103,True,False
eeg,eeg_Theta_Central,1,-1.5s to -1.0s,0.049281966096760055,0.05193627672278678,-0.9096998517625162,0.36300769757282053,-0.02082082298953948,0.02082082298953948,False,False
eeg,eeg_Theta_Central,2,-1.0s to -0.5s,0.04196229066701514,0.05897388149038314,-3.1696040320747114,0.001532110039766018,-0.07254454793072379,0.07254454793072379,True,False
eeg,eeg_Theta_Central,3,-0.5s to 0.0s,0.04349066064305869,0.05491548535055736,-2.74052094182723,0.006147535556359994,-0.06272387680217704,0.06272387680217704,True,False
eeg,eeg_Theta_Parietal,0,-2.0s to -1.5s,0.04319593757259917,0.04945395561731784,-2.1628459926814307,0.030581984638986967,-0.04950229845592067,0.04950229845592067,True,False
eeg,eeg_Theta_Parietal,1,-1.5s to -1.0s,0.05887958263105496,0.060830977878344926,-0.6186495954984556,0.5361644946598149,-0.014159388610943922,0.014159388610943922,False,False
eeg,eeg_Theta_Parietal,2,-1.0s to -0.5s,0.04581406220969273,0.06230056714491317,-3.392403351364364,0.0006961169317774642,-0.07764388391514997,0.07764388391514997,True,False
eeg,eeg_Theta_Parietal,3,-0.5s to 0.0s,0.048333733831618486,0.05879994616713565,-2.0624140312933443,0.03919992183592318,-0.047203654472960585,0.047203654472960585,True,False
eeg,eeg_Theta_Occipital,0,-2.0s to -1.5s,0.04453986214176599,0.04923279851032086,-1.633855823786308,0.1023277142524306,-0.037394996637158555,0.037394996637158555,False,False
eeg,eeg_Theta_Occipital,1,-1.5s to -1.0s,0.06615230663361517,0.06829730323580153,-0.6578583804063152,0.5106476983163163,-0.015056782590529387,0.015056782590529387,False,False
eeg,eeg_Theta_Occipital,2,-1.0s to -0.5s,0.05094317693860316,0.06474397219395094,-3.428469886004205,0.0006099950254121522,-0.07846935940811317,0.07846935940811317,True,False
eeg,eeg_Theta_Occipital,3,-0.5s to 0.0s,0.0511904620631908,0.06282998532641239,-3.427292930893371,0.0006126413892452015,-0.07844242176051235,0.07844242176051235,True,False
eeg,eeg_Alpha_Frontal,0,-2.0s to -1.5s,0.04129241335335306,0.04219134074526285,-0.3731236008486112,0.7090661484251924,-0.008539894154579465,0.008539894154579465,False,False
eeg,eeg_Alpha_Frontal,1,-1.5s to -1.0s,0.04371954030757621,0.04412502033968922,-0.1720831770905096,0.8633764066699264,-0.003938566509313252,0.003938566509313252,False,False
eeg,eeg_Alpha_Frontal,2,-1.0s to -0.5s,0.030021652884909173,0.04362027292271818,-2.9894807995819437,0.0028028539551662787,-0.06842196405564735,0.06842196405564735,True,False
eeg,eeg_Alpha_Frontal,3,-0.5s to 0.0s,0.03054589737746687,0.03868148167909512,-2.5249808309809167,0.011589255665253591,-0.057790686490689164,0.057790686490689164,True,False
eeg,eeg_Alpha_Central,0,-2.0s to -1.5s,0.03873610647861484,0.03994738697582872,-0.5827522863873865,0.5600761758086616,-0.013337786279851679,0.013337786279851679,False,False
eeg,eeg_Alpha_Central,1,-1.5s to -1.0s,0.04102584706784765,0.04206861867790996,-0.43466563145187487,0.6638166452000922,-0.009948441955400567,0.009948441955400567,False,False
eeg,eeg_Alpha_Central,2,-1.0s to -0.5s,0.029578208745424505,0.04298189604552725,-2.8845460867430437,0.003930047563946547,-0.06602026301409628,0.06602026301409628,True,False
eeg,eeg_Alpha_Central,3,-0.5s to 0.0s,0.029871561372380593,0.03697002436399906,-2.157406319638574,0.031003124637779385,-0.04937779753473569,0.04937779753473569,True,False
eeg,eeg_Alpha_Parietal,0,-2.0s to -1.5s,0.050043650905262596,0.04785423268391718,0.8200719629779205,0.41219904344984903,0.01876945802152873,0.01876945802152873,False,False
eeg,eeg_Alpha_Parietal,1,-1.5s to -1.0s,0.050185926176758135,0.050448661181541905,-0.10293541711963489,0.9180167582541808,-0.002355942012137239,0.002355942012137239,False,False
eeg,eeg_Alpha_Parietal,2,-1.0s to -0.5s,0.03230901635076779,0.04449007830457174,-2.940301841169498,0.0032881311324351346,-0.06729637698873557,0.06729637698873557,True,False
eeg,eeg_Alpha_Parietal,3,-0.5s to 0.0s,0.032410418943012234,0.040134547740430765,-2.396729901366537,0.016564478665550497,-0.0548553338042275,0.0548553338042275,True,False
eeg,eeg_Alpha_Occipital,0,-2.0s to -1.5s,0.05422935631151355,0.04977126950197436,1.2626988104207415,0.20673353271760322,0.028900112899804722,0.028900112899804722,False,False
eeg,eeg_Alpha_Occipital,1,-1.5s to -1.0s,0.05558902474331391,0.05300427391298646,0.926540391373282,0.35419262512588195,0.021206262091903565,0.021206262091903565,False,False
eeg,eeg_Alpha_Occipital,2,-1.0s to -0.5s,0.03315627828635435,0.04343683848396617,-3.1453500339591995,0.0016648426033470517,-0.07198943274567315,0.07198943274567315,True,False
eeg,eeg_Alpha_Occipital,3,-0.5s to 0.0s,0.033799835940421415,0.040957826343559905,-2.8386033291016597,0.004542338459879813,-0.06496874473292996,0.06496874473292996,True,False
eeg,eeg_Beta_Frontal,0,-2.0s to -1.5s,0.04139636506392201,0.046048307740777596,-1.5744591217170902,0.11542012183758385,-0.03603555020265651,0.03603555020265651,False,False
eeg,eeg_Beta_Frontal,1,-1.5s to -1.0s,0.041860880124478285,0.04225597565997654,-0.11099774375209466,0.9116208664292073,-0.002540469112337445,0.002540469112337445,False,False
eeg,eeg_Beta_Frontal,2,-1.0s to -0.5s,0.03249475616834628,0.04265683967102813,-3.5260511551569245,0.00042412139637632024,-0.08070275796059946,0.08070275796059946,True,False
eeg,eeg_Beta_Frontal,3,-0.5s to 0.0s,0.03371269617059109,0.03960456444744875,-1.5890460564598563,0.11208874592080097,-0.036369409756058284,0.036369409756058284,False,False
eeg,eeg_Beta_Central,0,-2.0s to -1.5s,0.04744544747207109,0.05219286581247409,-0.9786379316619694,0.32778792964645925,-0.022398648418492016,0.022398648418492016,False,False
eeg,eeg_Beta_Central,1,-1.5s to -1.0s,0.04482653657801465,0.04634241413499028,-0.38804484913466036,0.697992969014905,-0.008881405334057929,0.008881405334057929,False,False
eeg,eeg_Beta_Central,2,-1.0s to -0.5s,0.035574285783721946,0.049944012897061185,-2.490788832587632,0.012765715880792254,-0.057008114585432826,0.057008114585432826,True,False
eeg,eeg_Beta_Central,3,-0.5s to 0.0s,0.040181271437178125,0.04943300670481045,-1.0182033162591455,0.3086115382932144,-0.023304204099978385,0.023304204099978385,False,False
eeg,eeg_Beta_Parietal,0,-2.0s to -1.5s,0.04567517307715521,0.04816648366737297,-0.7178541807620284,0.47286775739575004,-0.01642994093160402,0.01642994093160402,False,False
eeg,eeg_Beta_Parietal,1,-1.5s to -1.0s,0.04072907603397736,0.044458660088154224,-1.5866832819675762,0.11262315058789786,-0.03631533157920397,0.03631533157920397,False,False
eeg,eeg_Beta_Parietal,2,-1.0s to -0.5s,0.03144917077786093,0.04074918234158287,-4.16829279176854,3.1006093145230604e-05,-0.095402111166489,0.095402111166489,True,True
eeg,eeg_Beta_Parietal,3,-0.5s to 0.0s,0.03140320329824202,0.04252322790515839,-2.445916846747863,0.014469410613901699,-0.05598110367348331,0.05598110367348331,True,False
eeg,eeg_Beta_Occipital,0,-2.0s to -1.5s,0.04038506605250616,0.04163817713339261,-0.6052576569108815,0.5450246472111041,-0.013852879620886997,0.013852879620886997,False,False
eeg,eeg_Beta_Occipital,1,-1.5s to -1.0s,0.03787923033467386,0.040992933183718945,-1.4240601552122114,0.1544673062713092,-0.032593282675250954,0.032593282675250954,False,False
eeg,eeg_Beta_Occipital,2,-1.0s to -0.5s,0.027767015721104123,0.03531371145306576,-4.199806813051326,2.6998398411442602e-05,-0.09612339067153257,0.09612339067153257,True,True
eeg,eeg_Beta_Occipital,3,-0.5s to 0.0s,0.026512295944441426,0.03253040223342338,-3.4748132307244846,0.0005138665148498094,-0.07953004615582966,0.07953004615582966,True,False
