Method,Accuracy,F1-Score,analysis_type,time_period,class_weighting,subgroup,file_source,subject_id,accuracy,Modality,Average,Weighted,Stacking,Visit,N_subjects,N_trials,F1_Score,Mean_Subject_Acc,Std_Subject_Acc,f1_score,Weight,feature,mean_abs_shap
,,,reaction_time_group_weights,POST,unbalanced,Fast,reaction_time_group_late_fusion_POST_Fast_weights.csv,,,Physiology,,,,,,,,,,,0.0301800724844751,,
,,,reaction_time_group_weights,POST,unbalanced,Fast,reaction_time_group_late_fusion_POST_Fast_weights.csv,,,Behavior,,,,,,,,,,,0.9689312694194442,,
,,,reaction_time_group_weights,POST,unbalanced,Fast,reaction_time_group_late_fusion_POST_Fast_weights.csv,,,Gaze,,,,,,,,,,,0.0008886580960806,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6213592233009708,,,,,,,,,,,0.6028663892741563,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.53125,,,,,,,,,,,0.5089285714285714,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6261682242990654,,,,,,,,,,,0.6261682242990654,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5581395348837209,,,,,,,,,,,0.5654510704344591,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5897435897435898,,,,,,,,,,,0.592485945427122,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6428571428571429,,,,,,,,,,,0.6295079273802677,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6083333333333333,,,,,,,,,,,0.5590940063422176,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6357320099255582,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7019230769230769,,,,,,,,,,,0.6906574127626759,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5826771653543307,,,,,,,,,,,0.5493517107829875,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7213114754098361,,,,,,,,,,,0.7544093290518843,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7083333333333334,,,,,,,,,,,0.7361670218643934,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.3478260869565217,,,,,,,,,,,0.3139632107023412,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5789473684210527,,,,,,,,,,,0.5626684265522741,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.4565217391304347,,,,,,,,,,,0.4175656532635937,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6533333333333333,,,,,,,,,,,0.6394666666666666,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7523809523809524,,,,,,,,,,,0.7375238095238095,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5789473684210527,,,,,,,,,,,0.5288220551378446,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.8070175438596491,,,,,,,,,,,0.8010796221322537,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7142857142857143,,,,,,,,,,,0.5952380952380952,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.532258064516129,,,,,,,,,,,0.4888814796291665,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.65,,,,,,,,,,,0.6006269592476489,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7654320987654321,,,,,,,,,,,0.7670359818507967,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.4558823529411764,,,,,,,,,,,0.4169196207694262,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.9166666666666666,,,,,,,,,,,0.9565217391304348,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.3095238095238095,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6625,,,,,,,,,,,0.6565531129384125,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7216494845360825,,,,,,,,,,,0.697251456745854,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7448979591836735,,,,,,,,,,,0.729982203372495,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7142857142857143,,,,,,,,,,,0.6938130362787897,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6048387096774194,,,,,,,,,,,0.5793435625923616,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6290322580645161,,,,,,,,,,,0.6084289952887869,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6666666666666666,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5714285714285714,,,,,,,,,,,0.5142857142857143,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.3666666666666666,,,,,,,,,,,0.3197806502154329,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6774193548387096,,,,,,,,,,,0.6491799717606169,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6022727272727273,,,,,,,,,,,0.5848724957826948,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.4444444444444444,,,,,,,,,,,0.5370370370370371,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6923076923076923,,,,,,,,,,,0.6793563579277865,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.3214285714285714,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7619047619047619,,,,,,,,,,,0.7442680776014109,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5,,,,,,,,,,,0.4736087891091474,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6759410801963993,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7,,,,,,,,,,,0.6626538987688098,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7333333333333333,,,,,,,,,,,0.745122807017544,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5217391304347826,,,,,,,,,,,0.483307453416149,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.8,,,,,,,,,,,0.802215705441512,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7282608695652174,,,,,,,,,,,0.7246131171702285,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.8723404255319149,,,,,,,,,,,0.8690863579474343,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6024096385542169,,,,,,,,,,,0.5791935893456731,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5862068965517241,,,,,,,,,,,0.5829401088929219,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7037037037037037,,,,,,,,,,,0.69760348583878,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5,,,,,,,,,,,0.5151515151515151,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.8,,,,,,,,,,,0.8095693779904306,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.9230769230769232,,,,,,,,,,,0.9250879839115134,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5522388059701493,,,,,,,,,,,0.5192641443943076,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5441176470588235,,,,,,,,,,,0.5217673276207035,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6823441582680105,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.65625,,,,,,,,,,,0.6529692470837751,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.8888888888888888,,,,,,,,,,,0.8908991228070176,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.2222222222222222,,,,,,,,,,,0.101010101010101,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.4459459459459459,,,,,,,,,,,0.4228389650076397,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.4864864864864865,,,,,,,,,,,0.4622068877388026,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7222222222222222,,,,,,,,,,,0.7633744855967078,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6896551724137931,,,,,,,,,,,0.6791222570532915,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.45,,,,,,,,,,,0.4720000000000001,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.8,,,,,,,,,,,0.888888888888889,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7564102564102564,,,,,,,,,,,0.7478129713423831,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.676056338028169,,,,,,,,,,,0.6703285818992719,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7230769230769231,,,,,,,,,,,0.7241258741258741,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6617647058823529,,,,,,,,,,,0.6444646510570584,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7096774193548387,,,,,,,,,,,0.6928178037540744,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6585365853658537,,,,,,,,,,,0.6789888211382115,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6770833333333334,,,,,,,,,,,0.6664250669045494,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7272727272727273,,,,,,,,,,,0.7376623376623376,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6,,,,,,,,,,,0.6,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6837606837606838,,,,,,,,,,,0.6777860252720588,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.475,,,,,,,,,,,0.4779549718574108,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5161290322580645,,,,,,,,,,,0.5029831125492973,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.627906976744186,,,,,,,,,,,0.6165421445859203,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.875,,,,,,,,,,,0.9333333333333332,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.8235294117647058,,,,,,,,,,,0.8515406162464985,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.8,,,,,,,,,,,0.8074966532797858,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.4285714285714285,,,,,,,,,,,0.4047619047619047,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.2272727272727272,,,,,,,,,,,0.1443062200956937,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.625,,,,,,,,,,,0.6190476190476191,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5892857142857143,,,,,,,,,,,0.5873155466215908,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.4935064935064935,,,,,,,,,,,0.4551638837353123,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.4615384615384615,,,,,,,,,,,0.451965811965812,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6349206349206349,,,,,,,,,,,0.604233100730719,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7037037037037037,,,,,,,,,,,0.7088343755010421,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.875,,,,,,,,,,,0.9333333333333332,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5555555555555556,,,,,,,,,,,0.5423868312757202,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.6756756756756757,,,,,,,,,,,0.6592284278851444,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7692307692307693,,,,,,,,,,,0.7692307692307693,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.7631578947368421,,,,,,,,,,,0.7607430340557275,,,
,,,reaction_time_group_subject,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_subject_accuracies.csv,,0.5555555555555556,,,,,,,,,,,0.7142857142857143,,,
,,,reaction_time_group_weights,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_weights.csv,,,Physiology,,,,,,,,,,,0.0415723426238329,,
,,,reaction_time_group_weights,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_weights.csv,,,Behavior,,,,,,,,,,,0.8902433069060204,,
,,,reaction_time_group_weights,POST,unbalanced,Slow,reaction_time_group_late_fusion_POST_Slow_weights.csv,,,Gaze,,,,,,,,,,,0.0681843504701467,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,reaction_time_group_subject,POST,balanced,Fast,reaction_time_group_late_fusion_balanced_POST_Fast_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
