trial_id,fz_pz_theta_coh,f3_p3_theta_coh,f4_p4_theta_coh,mean_fp_theta_coh
36_0811_1000_U9TEJGM,0.9618122799348977,0.9553964086676556,0.294888534034873,0.7373657408791421
37_0811_1000_U9TEJGM,0.9879445676335886,0.8090011582066573,0.352708323172539,0.7165513496709283
38_0811_1000_U9TEJGM,0.9561764421519964,0.9581263681970197,0.4324663853492296,0.7822563985660819
39_0811_1000_U9TEJGM,0.98004252428755,0.850564099115073,0.28271925448397917,0.7044419592955341
40_0811_1000_U9TEJGM,0.9847324263292742,0.9563974466631763,0.3252396947862443,0.7554565225928983
41_0811_1000_U9TEJGM,0.9858763882057069,0.834535956846726,0.20886682670462364,0.6764263905856854
42_0811_1000_U9TEJGM,0.97397704624979,0.8953759135636267,0.193525892014632,0.6876262839426829
43_0811_1000_U9TEJGM,0.9792595845475085,0.8445951019072336,0.09946689569513162,0.641107194049958
44_0811_1000_U9TEJGM,0.9903686856931939,0.9126338184524266,0.459058894892056,0.7873537996792255
45_0811_1000_U9TEJGM,0.980669682655773,0.7749291251766475,0.267758441117863,0.6744524163167611
46_0811_1000_U9TEJGM,0.9684754658933249,0.8906867613668825,0.17317203904560077,0.6774447554352694
48_0811_1000_U9TEJGM,0.9752141056182874,0.9209903350905316,0.12475134907597385,0.6736519299282643
49_0811_1000_U9TEJGM,0.9810825920047992,0.8784772035261184,0.344386065421582,0.7346486203174999
50_0811_1000_U9TEJGM,0.9403484715155254,0.979121610124284,0.29112312036937144,0.7368644006697269
51_0811_1000_U9TEJGM,0.9365106131168649,0.9660567546905209,0.30987342993159817,0.7374802659129948
52_0811_1000_U9TEJGM,0.9858605594210429,0.956390078530115,0.39810065663659433,0.7801170981959175
53_0811_1000_U9TEJGM,0.9852936612325959,0.8699109367947074,0.4534017669377044,0.7695354549883359
54_0811_1000_U9TEJGM,0.991142231100604,0.688723710809852,0.3021130399282291,0.6606596606128949
55_0811_1000_U9TEJGM,0.9817445973826673,0.8992006701445656,0.20441581122727767,0.6951203595848369
56_0811_1000_U9TEJGM,0.9825025147931669,0.9009423765842616,0.2673630480405838,0.7169359798060041
57_0811_1000_U9TEJGM,0.9739177211344074,0.8361567452163451,0.23998767542391797,0.6833540472582235
58_0811_1000_U9TEJGM,0.9633588235906189,0.9147210782754699,0.35842736268466807,0.7455024215169189
59_0811_1000_U9TEJGM,0.9866744267789348,0.80722208144332,0.47305815407569546,0.7556515540993166
60_0811_1000_U9TEJGM,0.9840819608316984,0.8752081026000528,0.20968401888013646,0.6896580274372958
61_0811_1000_U9TEJGM,0.9860793270705969,0.9373028968227223,0.2979405674238976,0.7404409304390723
63_0811_1000_U9TEJGM,0.9826658623084022,0.9178818749276664,0.4684806261475116,0.7896761211278601
