feature,bin_idx,time_start,time_end,time_label,invest_mean,keep_mean,difference,t_statistic,p_value,cohens_d,abs_cohens_d,significant,significant_bonferroni
pupil_range,1,-1.5,-1.0,-1.5s to -1.0s,0.9546829167201871,0.8690551854806748,0.08562773123951228,4.857901321525941,1.204285421299414e-06,0.1001900809290165,0.1001900809290165,True,True
pupil_range,2,-1.0,-0.5,-1.0s to -0.5s,0.4739123283481514,0.4879545560852943,-0.01404222773714292,-2.193436896450095,0.02829875079956956,-0.045237769485814844,0.045237769485814844,True,False
pupil_range,3,-0.5,0.0,-0.5s to 0.0s,0.43674694329098857,0.4480859324700512,-0.01133898917906262,-1.9505963135792856,0.05113285380746902,-0.040229389109114756,0.040229389109114756,False,False
pupil_cv,0,-2.0,-1.5,-2.0s to -1.5s,1.7217979066709144,2.833991577094469,-1.1121936704235544,-2.499610373913368,0.012448821087377654,-0.051552336920405714,0.051552336920405714,True,False
pupil_cv,1,-1.5,-1.0,-1.5s to -1.0s,4.461884106143094,3.3866169069304557,1.0752671992126381,1.162929540072867,0.2448857139895435,0.023984432169990154,0.023984432169990154,False,False
pupil_cv,2,-1.0,-0.5,-1.0s to -0.5s,3.1282491620676884,2.934455017879335,0.19379414418835328,0.27529712488138225,0.7830936349505048,0.005677768936798269,0.005677768936798269,False,False
pupil_cv,3,-0.5,0.0,-0.5s to 0.0s,1.624215666589247,1.3943899014105945,0.2298257651786526,0.513898316151631,0.6073343877100073,0.010598715469243866,0.010598715469243866,False,False
pupil_slope,0,-2.0,-1.5,-2.0s to -1.5s,-1.0468987366022275,-0.9997374896693514,-0.047161246932876155,-0.7620549868772905,0.4460450770343203,-0.015716735634229293,0.015716735634229293,False,False
pupil_slope,1,-1.5,-1.0,-1.5s to -1.0s,-1.0974777248279994,-0.7980441471419029,-0.2994335776860966,-5.724383261539486,1.067869511417433e-08,-0.11806053360964423,0.11806053360964423,True,True
pupil_slope,2,-1.0,-0.5,-1.0s to -0.5s,0.35474490497620037,0.42814508346991376,-0.07340017849371339,-3.4051957722961896,0.0006637537732392739,-0.07022926515484146,0.07022926515484146,True,True
pupil_slope,3,-0.5,0.0,-0.5s to 0.0s,0.1290489243349095,0.09176058468748048,0.03728833964742902,1.7799484642221786,0.07511461404332428,0.03670992242878279,0.03670992242878279,False,False
pupil_velocity_mean,0,-2.0,-1.5,-2.0s to -1.5s,0.041604315190074535,0.0409959484939237,0.0006083666961508374,0.7279447438794472,0.46666437760347745,0.015013240898484262,0.015013240898484262,False,False
pupil_velocity_mean,1,-1.5,-1.0,-1.5s to -1.0s,0.03808294943950151,0.03525225505366442,0.002830694385837086,4.538164765427888,5.740495962537753e-06,0.09359578653907479,0.09359578653907479,True,True
pupil_velocity_mean,2,-1.0,-0.5,-1.0s to -0.5s,0.02137596863933673,0.0218978915078174,-0.0005219228684806669,-1.911663996329194,0.05594772513708657,-0.03942644319525753,0.03942644319525753,False,False
pupil_velocity_mean,3,-0.5,0.0,-0.5s to 0.0s,0.019978325176450026,0.020647645000819087,-0.0006693198243690607,-2.667319528820604,0.007658153400711954,-0.055011195528388915,0.055011195528388915,True,False
