feature,bin_idx,time_start,time_end,time_label,invest_mean,keep_mean,difference,t_statistic,p_value,cohens_d,abs_cohens_d,significant,significant_bonferroni
pupil_max_constriction_rate,2,-1.0,-0.5,-1.0s to -0.5s,0.02930386220365463,0.02832447993993606,0.0009793822637185721,1.6094756166398192,0.10754567514339879,0.03424214416479664,0.03424214416479664,False,False
pupil_max_constriction_rate,3,-0.5,0.0,-0.5s to 0.0s,0.02766385930488526,0.0292473572335191,-0.0015834979286338431,-3.0303827799241785,0.0024490256228075526,-0.06447242999637358,0.06447242999637358,True,False
pupil_acceleration_mean,0,-2.0,-1.5,-2.0s to -1.5s,0.007035635258050992,0.007050186604976835,-1.4551346925842888e-05,-0.11539151557246115,0.9081372473301812,-0.0024549939562773957,0.0024549939562773957,False,False
pupil_acceleration_mean,1,-1.5,-1.0,-1.5s to -1.0s,0.006368926293613676,0.006040590105504618,0.0003283361881090581,3.1235433296430735,0.0017922595962594325,0.06645445255140058,0.06645445255140058,True,False
pupil_acceleration_mean,2,-1.0,-0.5,-1.0s to -0.5s,0.004183694358077192,0.0042609152862169665,-7.722092813977448e-05,-1.1911379310319439,0.23362925984506622,-0.025341866837166927,0.025341866837166927,False,False
pupil_acceleration_mean,3,-0.5,0.0,-0.5s to 0.0s,0.0038104057803672103,0.003949064424535959,-0.00013865864416874856,-2.4877892490268136,0.012871036122870185,-0.052928567066245394,0.052928567066245394,True,False
pupil_acceleration_std,0,-2.0,-1.5,-2.0s to -1.5s,0.007655344667981488,0.007812400247528491,-0.00015705557954700296,-1.1068420432047037,0.26839030879857734,-0.023548442995489773,0.023548442995489773,False,False
pupil_acceleration_std,1,-1.5,-1.0,-1.5s to -1.0s,0.007296967952745605,0.006935800700216078,0.0003611672525295276,2.8640453801299994,0.004191863199858019,0.06093354493041588,0.06093354493041588,True,False
pupil_acceleration_std,2,-1.0,-0.5,-1.0s to -0.5s,0.004779444008358053,0.004881393469131993,-0.00010194946077394032,-1.3205928277930914,0.18666904162236664,-0.028096064037736315,0.028096064037736315,False,False
pupil_acceleration_std,3,-0.5,0.0,-0.5s to 0.0s,0.0043461240978274335,0.004507294375269055,-0.0001611702774416213,-2.428791408961539,0.015167709965032139,-0.05167336784232396,0.05167336784232396,True,False
pct_time_dilating,0,-2.0,-1.5,-2.0s to -1.5s,0.48233638302965787,0.483043418038858,-0.0007070350092001076,-0.10817770759759228,0.9138570170544047,-0.0023015177245788213,0.0023015177245788213,False,False
pct_time_dilating,1,-1.5,-1.0,-1.5s to -1.0s,0.447122399663189,0.4815186584789796,-0.034396258815790615,-5.500947572773942,3.8757678221983366e-08,-0.11703454086690093,0.11703454086690093,True,True
pct_time_dilating,2,-1.0,-0.5,-1.0s to -0.5s,0.5902670842200577,0.6124921272240591,-0.02222504300400141,-4.178977741145942,2.9545025753308942e-05,-0.08890918060165864,0.08890918060165864,True,True
